// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],4.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.12
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],1.57
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],7.55
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.71
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],1.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.14
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.83
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_SpeedAbility],8.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],8.26
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_StealAbility],6.12
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_10][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.41
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_AgilityAbility],7.88
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_BallControlAbility],8.68
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_BlockAbility],1.74
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],0.67
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.28
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.67
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],6.01
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],7.88
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.2
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.54
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],8.55
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.88
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],0.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_StealAbility],8.01
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.81
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_11][PLAYERDATA_ATTRIBUTE_VerticalAbility],4.27
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_AgilityAbility],5.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_BallControlAbility],8.55
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_BlockAbility],0.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],5.47
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.03
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],0.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.19
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],5.19
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],1.4
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.42
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.77
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],8.97
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_SpeedAbility],8.13
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.96
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_StealAbility],10.09
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_StrengthAbility],3.08
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_12][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.89
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.47
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_BlockAbility],1.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],6.62
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.49
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.19
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.39
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],8.33
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.61
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],1.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.25
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.17
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],6.74
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.47
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_SpeedAbility],6.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.23
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.84
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_StealAbility],6.98
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_StrengthAbility],4.29
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_13][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.15
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_AgilityAbility],8.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_BallControlAbility],4.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_BlockAbility],3.8
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],4.94
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],4.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.16
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],8.99
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],4.43
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.63
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.3
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],6.33
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],6.58
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.6
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],3.8
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.9
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_StealAbility],9.11
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_StrengthAbility],5.7
HeightBasedAttributeWeight[HEIGHT_14][PLAYERTYPE_14][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.32
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.04
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.5
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_BlockAbility],1.21
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],6.53
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],5.68
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.42
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.44
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.53
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_PostControlAbility],0.6
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],3.02
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.12
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.59
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.13
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],7.5
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_SpeedAbility],6.77
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],7.01
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],2.42
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StealAbility],7.74
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_StrengthAbility],5.44
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_00][PLAYERDATA_ATTRIBUTE_VerticalAbility],5.56
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_AgilityAbility],5.48
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.95
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_BlockAbility],0.96
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],7.4
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.17
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],2.06
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],5.89
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],4.66
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_PostControlAbility],2.06
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],2.74
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],0.41
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.66
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],7.68
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],8.23
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.81
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.85
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],3.43
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StealAbility],2.33
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_StrengthAbility],6.17
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_01][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.31
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.12
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_BallControlAbility],6.61
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_BlockAbility],4.9
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],7.47
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.36
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],4.28
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.53
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.12
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_PostControlAbility],1.84
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],4.28
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.84
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.16
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],4.9
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],3.06
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_SpeedAbility],6.85
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.12
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],3.06
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StealAbility],4.04
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_StrengthAbility],6.12
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_02][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.61
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.03
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_BallControlAbility],7.38
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_BlockAbility],3.44
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],6.76
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],6.64
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],3.69
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.67
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.03
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_PostControlAbility],2.21
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],3.69
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.48
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.3
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],5.53
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_ShotThreeAbility],5.53
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_SpeedAbility],7.01
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_SpeedWithBallAbility],6.4
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StandingDunkAbility],1.84
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StealAbility],3.2
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_StrengthAbility],7.38
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_03][PLAYERDATA_ATTRIBUTE_VerticalAbility],6.03
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_AgilityAbility],6.49
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_BallControlAbility],5.69
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_BlockAbility],3.41
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_DrivingDunkAbility],3.87
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_DrivingLayupAbility],4.89
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_InteriorDefenseAbility],4.55
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PassAccuracyAbility],4.44
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PerimeterDefenseAbility],6.49
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_PostControlAbility],7.63
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ReboundDefenseAbility],3.41
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ReboundOffenseAbility],1.14
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotCloseAbility],4.33
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotFreeThrowAbility],0.75
HeightBasedAttributeWeight[HEIGHT_15][PLAYERTYPE_04][PLAYERDATA_ATTRIBUTE_ShotMidrangeAbility],6.83
